Date,site,depth,perm.quadrat,cattletag,transect.meter.mark,unique.quad,height
June,DC,SH,3,5,,1,113.5
June,DC,SH,3,5,,1,131.5
June,DC,SH,3,5,,1,105
June,DC,SH,3,5,,1,117
June,DC,SH,3,5,,1,131.5
June,DC,SH,3,17,,2,112.5
June,DC,SH,3,17,,2,96
June,DC,SH,3,17,,2,71
June,DC,SH,3,17,,2,93.5
June,DC,SH,3,17,,2,78
June,DC,SH,3,31,,3,84.5
June,DC,SH,3,31,,3,74.5
June,DC,SH,3,31,,3,66.5
June,DC,SH,3,31,,3,40
June,DC,SH,3,31,,3,62.5
June,DC,SH,3,28,,4,84
June,DC,SH,3,28,,4,98
June,DC,SH,3,28,,4,71
June,DC,SH,3,28,,4,81.5
June,DC,SH,3,28,,4,71.5
June,DC,SH,3,18,,5,56
June,DC,SH,3,18,,5,102.5
June,DC,SH,3,18,,5,41
June,DC,SH,3,18,,5,92
June,DC,SH,3,18,,5,74.5
June,DC,SH,3,13,,6,105
June,DC,SH,3,13,,6,97
June,DC,SH,3,13,,6,101.5
June,DC,SH,3,13,,6,116.5
June,DC,SH,3,13,,6,57.5
June,DC,SH,3,34,,7,120
June,DC,SH,3,34,,7,96
June,DC,SH,3,34,,7,92.5
June,DC,SH,3,34,,7,129
June,DC,SH,3,34,,7,98
June,DC,SH,1,3,,8,65
June,DC,SH,1,3,,8,88.5
June,DC,SH,1,3,,8,60
June,DC,SH,1,3,,8,66.5
June,DC,SH,1,3,,8,49
June,DC,SH,1,14,,9,74.5
June,DC,SH,1,14,,9,63
June,DC,SH,1,14,,9,79
June,DC,SH,1,14,,9,101
June,DC,SH,1,14,,9,63
June,DC,SH,1,73,,10,67.5
June,DC,SH,1,73,,10,58
June,DC,SH,1,73,,10,56
June,DC,SH,1,73,,10,57.5
June,DC,SH,1,73,,10,47
June,DC,SH,1,72,,11,58
June,DC,SH,1,72,,11,72
June,DC,SH,1,72,,11,74
June,DC,SH,1,72,,11,30
June,DC,SH,1,72,,11,38
June,DC,SH,1,8,,12,88.5
June,DC,SH,1,8,,12,65.5
June,DC,SH,1,8,,12,58.5
June,DC,SH,1,8,,12,92
June,DC,SH,1,8,,12,51
June,DC,SH,1,12,,13,81.5
June,DC,SH,1,12,,13,80.5
June,DC,SH,1,12,,13,92
June,DC,SH,1,12,,13,71
June,DC,SH,1,12,,13,70
June,DC,SH,1,47,,14,78
June,DC,SH,1,47,,14,47.5
June,DC,SH,1,47,,14,60
June,DC,SH,1,47,,14,73
June,DC,SH,1,47,,14,61.5
June,DC,SH,2,70,,15,74.5
June,DC,SH,2,70,,15,67.5
June,DC,SH,2,70,,15,91
June,DC,SH,2,70,,15,84.5
June,DC,SH,2,70,,15,65
June,DC,SH,2,66,,16,61
June,DC,SH,2,66,,16,76
June,DC,SH,2,66,,16,82
June,DC,SH,2,66,,16,65
June,DC,SH,2,66,,16,97
June,DC,SH,2,74,,17,88.5
June,DC,SH,2,74,,17,110
June,DC,SH,2,74,,17,60
June,DC,SH,2,74,,17,63
June,DC,SH,2,74,,17,86
June,DC,SH,2,59,,18,46.5
June,DC,SH,2,59,,18,103
June,DC,SH,2,59,,18,72
June,DC,SH,2,59,,18,83.5
June,DC,SH,2,59,,18,102.5
June,DC,SH,2,44,,19,94.5
June,DC,SH,2,44,,19,83.5
June,DC,SH,2,44,,19,29
June,DC,SH,2,44,,19,62
June,DC,SH,2,44,,19,66
June,DC,SH,2,67,,20,87.5
June,DC,SH,2,67,,20,93.5
June,DC,SH,2,67,,20,82
June,DC,SH,2,67,,20,96
June,DC,SH,2,67,,20,59.5
June,DC,SH,2,57,,21,75.5
June,DC,SH,2,57,,21,95.5
June,DC,SH,2,57,,21,63
June,DC,SH,2,57,,21,70
June,DC,SH,2,57,,21,82
June,DC,DP,3,10,,22,49.5
June,DC,DP,3,10,,22,64.5
June,DC,DP,3,10,,22,66
June,DC,DP,3,10,,22,6.5
June,DC,DP,3,11,,23,63
June,DC,DP,3,11,,23,31
June,DC,DP,3,7,,24,93
June,DC,DP,3,7,,24,72
June,DC,DP,3,7,,24,48.5
June,DC,DP,3,7,,24,38.5
June,DC,DP,3,7,,24,71
June,DC,DP,3,19,,25,17
June,DC,DP,3,19,,25,67
June,DC,DP,3,19,,25,32
June,DC,DP,3,19,,25,60.5
June,DC,DP,3,19,,25,8.5
June,DC,DP,3,16,,26,77
June,DC,DP,3,16,,26,55
June,DC,DP,3,16,,26,47.5
June,DC,DP,3,16,,26,48
June,DC,DP,3,16,,26,67.5
June,DC,DP,3,15,,27,34
June,DC,DP,3,15,,27,75
June,DC,DP,3,15,,27,40
June,DC,DP,3,15,,27,52.5
June,DC,DP,3,20,,28,64
June,DC,DP,3,20,,28,55
June,DC,DP,3,20,,28,22.5
June,DC,DP,3,20,,28,73
June,DC,DP,3,20,,28,20.5
June,DC,DP,2,51,,29,84
June,DC,DP,2,51,,29,72.5
June,DC,DP,2,51,,29,62
June,DC,DP,2,51,,29,86
June,DC,DP,2,51,,29,17
June,DC,DP,2,43,,30,44.5
June,DC,DP,2,43,,30,34
June,DC,DP,2,43,,30,37.5
June,DC,DP,2,46,,31,54
June,DC,DP,2,46,,31,29.5
June,DC,DP,2,46,,31,34
June,DC,DP,2,46,,31,33
June,DC,DP,2,46,,31,22
June,DC,DP,2,48,,32,66.5
June,DC,DP,2,48,,32,54
June,DC,DP,2,48,,32,46
June,DC,DP,2,68,,33,65
June,DC,DP,2,68,,33,67
June,DC,DP,2,68,,33,34
June,DC,DP,1,64,,34,38
June,DC,DP,1,64,,34,54.5
June,DC,DP,1,64,,34,34.5
June,DC,DP,1,64,,34,22.5
June,DC,DP,1,64,,34,10.5
June,DC,DP,1,30,,35,52
June,DC,DP,1,30,,35,59
June,DC,DP,1,30,,35,27.5
June,DC,DP,1,30,,35,69
June,DC,DP,1,30,,35,69
June,DC,DP,1,41,,36,53
June,DC,DP,1,41,,36,30
June,DC,DP,1,41,,36,63.5
June,DC,DP,1,41,,36,42
June,DC,DP,1,41,,36,63.5
June,DC,DP,1,37,,37,45
June,DC,DP,1,37,,37,46
June,DC,DP,1,37,,37,43
June,DC,DP,1,37,,37,40.5
June,DC,DP,1,37,,37,26
June,DC,DP,2,52,,38,60
June,DC,DP,2,52,,38,37
June,DC,DP,2,52,,38,17
June,DC,DP,2,52,,38,38
June,DC,DP,2,52,,38,43
June,DC,DP,2,61,,39,27.5
June,DC,DP,2,61,,39,70
June,DC,DP,2,61,,39,45
June,DC,DP,2,61,,39,101
June,DC,DP,2,61,,39,73
June,WB,SH,3,31,,40,135.5
June,WB,SH,3,31,,40,124
June,WB,SH,3,31,,40,70.5
June,WB,SH,3,31,,40,79
June,WB,SH,3,31,,40,81.5
June,WB,SH,1,43,,41,99
June,WB,SH,1,43,,41,83.5
June,WB,SH,1,43,,41,110.5
June,WB,SH,1,43,,41,108.5
June,WB,SH,1,43,,41,99
June,WB,SH,1,52,,42,128
June,WB,SH,1,52,,42,97.5
June,WB,SH,1,52,,42,120
June,WB,SH,1,52,,42,124.5
June,WB,SH,1,52,,42,110
June,WB,SH,1,26,,43,123
June,WB,SH,1,26,,43,141
June,WB,SH,1,26,,43,139
June,WB,SH,1,26,,43,116.5
June,WB,SH,1,26,,43,124.5
June,WB,SH,2,41,,44,49.5
June,WB,SH,2,41,,44,99.5
June,WB,SH,2,41,,44,54
June,WB,SH,2,41,,44,86
June,WB,SH,2,41,,44,83.5
June,WB,SH,2,64,,45,96.5
June,WB,SH,2,64,,45,30
June,WB,SH,2,64,,45,57
June,WB,SH,2,64,,45,81
June,WB,SH,2,64,,45,106
June,WB,SH,2,30,,46,75.5
June,WB,SH,2,30,,46,76.5
June,WB,SH,2,30,,46,81
June,WB,SH,2,30,,46,93
June,WB,SH,2,30,,46,36
June,WB,SH,2,13,,47,95.5
June,WB,SH,2,13,,47,89.5
June,WB,SH,2,13,,47,101
June,WB,SH,2,13,,47,59.5
June,WB,SH,2,13,,47,109
June,WB,SH,2,38,,48,102.5
June,WB,SH,2,38,,48,106
June,WB,SH,2,38,,48,78
June,WB,SH,2,38,,48,99.5
June,WB,SH,2,38,,48,114.5
June,WB,SH,2,25,,49,64
June,WB,SH,2,25,,49,76.5
June,WB,SH,2,25,,49,102.5
June,WB,SH,2,25,,49,83.5
June,WB,SH,2,25,,49,64.5
June,WB,SH,2,17,,50,81
June,WB,SH,2,17,,50,93
June,WB,SH,2,17,,50,101.5
June,WB,SH,2,17,,50,63.5
June,WB,SH,2,17,,50,105
June,WB,SH,3,74,,51,107.5
June,WB,SH,3,74,,51,96.5
June,WB,SH,3,74,,51,91
June,WB,SH,3,74,,51,105
June,WB,SH,3,74,,51,104.5
June,WB,SH,3,72,,52,99
June,WB,SH,3,72,,52,84.5
June,WB,SH,3,72,,52,77
June,WB,SH,3,72,,52,110
June,WB,SH,3,72,,52,102.5
June,WB,SH,3,34,,53,90
June,WB,SH,3,34,,53,91.5
June,WB,SH,3,34,,53,57
June,WB,SH,3,34,,53,64
June,WB,SH,3,34,,53,40
June,WB,SH,3,20,,54,97
June,WB,SH,3,20,,54,84
June,WB,SH,3,20,,54,72.5
June,WB,SH,3,20,,54,82
June,WB,SH,3,20,,54,65
June,WB,SH,1,61,,55,103
June,WB,SH,1,61,,55,136
June,WB,SH,1,61,,55,74.5
June,WB,SH,1,61,,55,44
June,WB,SH,1,61,,55,78
June,WB,SH,1,46,,56,111
June,WB,SH,1,46,,56,60
June,WB,SH,1,46,,56,76.5
June,WB,SH,1,46,,56,117.5
June,WB,SH,1,46,,56,36.5
June,WB,SH,1,51,,57,66.5
June,WB,SH,1,51,,57,60
June,WB,SH,1,51,,57,37.5
June,WB,SH,1,51,,57,63
June,WB,SH,1,51,,57,19
June,WB,SH,1,68,,58,53.5
June,WB,SH,1,68,,58,148.5
June,WB,SH,1,68,,58,103.5
June,WB,SH,1,68,,58,27
June,WB,SH,1,68,,58,82.5
June,WB,SH,3,73,,59,124
June,WB,SH,3,73,,59,97
June,WB,SH,3,73,,59,52
June,WB,SH,3,73,,59,81.5
June,WB,SH,3,73,,59,77
June,WB,SH,3,66,,60,90
June,WB,SH,3,66,,60,134
June,WB,SH,3,66,,60,144
June,WB,SH,3,66,,60,123
June,WB,SH,3,66,,60,116.5
June,WB,DP,1,11,,61,87.5
June,WB,DP,1,11,,61,79
June,WB,DP,1,11,,61,61
June,WB,DP,1,11,,61,86.5
June,WB,DP,1,11,,61,93
June,WB,DP,1,16,,62,42
June,WB,DP,1,16,,62,56.5
June,WB,DP,1,16,,62,53.5
June,WB,DP,1,16,,62,29
June,WB,DP,1,16,,62,53
June,WB,DP,1,14,,63,67
June,WB,DP,1,14,,63,46
June,WB,DP,1,5,,64,103
June,WB,DP,1,5,,64,41
June,WB,DP,1,5,,64,64.5
June,WB,DP,1,5,,64,76.5
June,WB,DP,1,5,,64,68.5
June,WB,DP,1,7,,65,32
June,WB,DP,1,7,,65,73.5
June,WB,DP,1,7,,65,43
June,WB,DP,1,15,,66,33.5
June,WB,DP,1,15,,66,35
June,WB,DP,2,12,,67,42
June,WB,DP,2,12,,67,40.5
June,WB,DP,2,12,,67,17.5
June,WB,DP,2,12,,67,18.5
June,WB,DP,2,12,,67,45
June,WB,DP,2,59,,68,44.5
June,WB,DP,2,59,,68,35
June,WB,DP,2,59,,68,26.5
June,WB,DP,2,59,,68,12.5
June,WB,DP,2,59,,68,52.5
June,WB,DP,2,44,,69,53
June,WB,DP,2,44,,69,62.5
June,WB,DP,2,44,,69,81.5
June,WB,DP,2,44,,69,37
June,WB,DP,2,44,,69,69.5
June,WB,DP,2,47,,70,39
June,WB,DP,2,47,,70,40
June,WB,DP,2,47,,70,45
June,WB,DP,2,47,,70,38.5
June,WB,DP,2,47,,70,26.5
June,WB,DP,2,37,,71,24
June,WB,DP,2,37,,71,34
June,WB,DP,2,37,,71,48.5
June,WB,DP,2,37,,71,40.5
June,WB,DP,2,37,,71,47.5
June,WB,DP,2,8,,72,44
June,WB,DP,2,8,,72,67.5
June,WB,DP,2,8,,72,85
June,WB,DP,2,8,,72,43
June,WB,DP,2,8,,72,76.5
June,WB,DP,2,19,,73,43.5
June,WB,DP,2,19,,73,25.5
June,WB,DP,2,19,,73,49
June,WB,DP,2,19,,73,41.5
June,WB,DP,2,19,,73,50.5
June,WB,DP,3,67,,74,46
June,WB,DP,3,67,,74,18.5
June,WB,DP,3,67,,74,23.5
June,WB,DP,3,67,,74,35.5
June,WB,DP,3,67,,74,62.5
June,WB,DP,3,57,,75,32.5
June,WB,DP,3,57,,75,67
June,WB,DP,3,57,,75,45
June,WB,DP,3,57,,75,63
June,WB,DP,3,57,,75,63.5
June,WB,DP,3,3,,76,29.5
June,WB,DP,3,3,,76,48
June,WB,DP,3,3,,76,74
June,WB,DP,3,3,,76,36
June,WB,DP,3,3,,76,64
June,WB,DP,3,70,,77,33.5
June,WB,DP,3,70,,77,91.5
June,WB,DP,3,70,,77,61
June,WB,DP,3,70,,77,67.5
June,WB,DP,3,70,,77,79
June,WB,DP,3,18,,78,87.5
June,WB,DP,3,18,,78,82
June,WB,DP,3,18,,78,45
June,WB,DP,3,18,,78,56
June,WB,DP,3,18,,78,49.5
June,WB,DP,3,10,,79,69.5
June,WB,DP,3,10,,79,77.5
June,WB,DP,3,10,,79,53
June,WB,DP,3,10,,79,73.5
June,WB,DP,3,10,,79,48
June,WB,DP,3,35,,80,49.5
June,WB,DP,3,35,,80,41
June,WB,DP,3,35,,80,36.5
June,WB,DP,3,35,,80,40.5
June,WB,DP,3,35,,80,24
June,NB,SH,1,10,,81,62.5
June,NB,SH,1,10,,81,48
June,NB,SH,1,10,,81,43
June,NB,SH,1,10,,81,45
June,NB,SH,1,10,,81,13
June,NB,SH,1,35,,82,55
June,NB,SH,1,35,,82,72
June,NB,SH,1,35,,82,47.5
June,NB,SH,1,35,,82,40
June,NB,SH,1,35,,82,48
June,NB,SH,1,3,,83,32
June,NB,SH,1,3,,83,44.5
June,NB,SH,1,3,,83,39.5
June,NB,SH,1,3,,83,40
June,NB,SH,1,3,,83,41.5
June,NB,SH,1,70,,84,35.5
June,NB,SH,1,70,,84,42.5
June,NB,SH,1,70,,84,36
June,NB,SH,1,70,,84,37
June,NB,SH,1,70,,84,44
June,NB,SH,3,61,,85,81
June,NB,SH,3,61,,85,59
June,NB,SH,3,61,,85,37.5
June,NB,SH,3,61,,85,80
June,NB,SH,3,61,,85,33
June,NB,SH,3,66,,86,40.5
June,NB,SH,3,66,,86,46
June,NB,SH,3,66,,86,51.5
June,NB,SH,3,66,,86,28
June,NB,SH,3,66,,86,50.5
June,NB,SH,3,73,,87,40.5
June,NB,SH,3,73,,87,30.5
June,NB,SH,3,73,,87,19
June,NB,SH,3,73,,87,33
June,NB,SH,3,73,,87,29
June,NB,SH,3,15,,88,35.5
June,NB,SH,3,15,,88,51.5
June,NB,SH,3,15,,88,31.5
June,NB,SH,3,15,,88,26.5
June,NB,SH,3,15,,88,41
June,NB,SH,2,30,,89,50
June,NB,SH,2,30,,89,73
June,NB,SH,2,30,,89,54
June,NB,SH,2,30,,89,62.5
June,NB,SH,2,30,,89,74.5
June,NB,SH,2,31,,90,34
June,NB,SH,2,31,,90,44.5
June,NB,SH,2,31,,90,45
June,NB,SH,2,31,,90,40
June,NB,SH,2,31,,90,61
June,NB,SH,2,43,,91,51.5
June,NB,SH,2,43,,91,35.5
June,NB,SH,2,43,,91,42.5
June,NB,SH,2,43,,91,49.5
June,NB,SH,2,43,,91,24
June,NB,SH,2,26,,92,49.5
June,NB,SH,2,26,,92,35
June,NB,SH,2,26,,92,40
June,NB,SH,2,26,,92,64
June,NB,SH,2,26,,92,55.5
June,NB,SH,1,57,,93,27.5
June,NB,SH,1,57,,93,53.5
June,NB,SH,1,57,,93,51
June,NB,SH,1,57,,93,25
June,NB,SH,1,57,,93,51
June,NB,SH,3,47,,94,52
June,NB,SH,3,47,,94,20.5
June,NB,SH,3,47,,94,46.5
June,NB,SH,3,47,,94,46
June,NB,SH,3,47,,94,15.5
June,NB,SH,2,52,,95,19.5
June,NB,SH,2,52,,95,52.5
June,NB,SH,2,52,,95,49.5
June,NB,SH,2,52,,95,20.5
June,NB,SH,2,52,,95,42.5
June,NB,DP,3,38,,96,69
June,NB,DP,3,38,,96,96
June,NB,DP,3,17,,97,50.5
June,NB,DP,3,17,,97,65.5
June,NB,DP,3,17,,97,34
June,NB,DP,3,17,,97,32
June,NB,DP,3,17,,97,28
June,NB,DP,2,8,,98,74
June,NB,DP,2,8,,98,45
June,NB,DP,2,8,,98,69
June,NB,DP,2,8,,98,80
June,NB,DP,2,8,,98,20
June,NB,DP,2,28,,99,60
June,NB,DP,2,28,,99,68.5
June,NB,DP,2,28,,99,57.5
June,NB,DP,2,28,,99,77
June,NB,DP,2,28,,99,44
June,NB,DP,1,20,,100,60
June,NB,DP,1,20,,100,57
June,NB,DP,1,5,,101,47.5
June,NB,DP,1,5,,101,67
June,NB,DP,1,7,,102,82
June,NB,DP,1,7,,102,41
June,NB,DP,1,7,,102,53.5
June,NB,DP,1,7,,102,42.5
June,NB,DP,1,16,,103,67.5
June,NB,DP,1,16,,103,89
June,NB,DP,1,16,,103,29.5
June,NB,DP,1,16,,103,62.5
June,NB,DP,1,16,,103,57
June,NB,DP,1,14,,104,16.5
June,NB,DP,3,13,,105,48
June,NB,DP,3,13,,105,87
June,NB,DP,3,13,,105,82
June,NB,DP,3,13,,105,45
June,NB,DP,3,13,,105,16.5
June,NB,DP,3,25,,106,53
June,NB,DP,3,25,,106,56
June,NB,DP,3,25,,106,21
June,NB,DP,3,25,,106,69
June,NB,DP,3,34,,107,61.5
June,NB,DP,3,34,,107,28.5
June,NB,DP,3,34,,107,20
June,NB,DP,3,34,,107,74
June,NB,DP,3,34,,107,14.5
June,NB,DP,2,44,,108,95.5
June,NB,DP,2,44,,108,76.5
June,NB,DP,2,44,,108,42.5
June,NB,DP,2,44,,108,26.5
June,NB,DP,2,44,,108,57
June,NB,DP,2,19,,109,73.5
June,NB,DP,2,19,,109,97
June,NB,DP,2,19,,109,57
June,NB,DP,2,19,,109,18.5
June,NB,DP,2,19,,109,41
June,NB,DP,2,12,,110,45
June,NB,DP,2,12,,110,96.5
June,NB,DP,2,12,,110,71
June,NB,DP,2,12,,110,59.5
June,LP,SH,1,12,,111,59
June,LP,SH,1,12,,111,78
June,LP,SH,1,12,,111,43
June,LP,SH,1,12,,111,63
June,LP,SH,1,12,,111,71
June,LP,SH,1,8,,112,71
June,LP,SH,1,8,,112,73
June,LP,SH,1,8,,112,45
June,LP,SH,1,8,,112,51
June,LP,SH,1,8,,112,85.5
June,LP,SH,1,17,,113,105.5
June,LP,SH,1,17,,113,64
June,LP,SH,1,17,,113,82.5
June,LP,SH,1,17,,113,62.5
June,LP,SH,1,17,,113,69
June,LP,SH,2,13,,114,70
June,LP,SH,2,13,,114,82
June,LP,SH,2,13,,114,85
June,LP,SH,2,13,,114,108
June,LP,SH,2,13,,114,42
June,LP,SH,2,28,,115,70.5
June,LP,SH,2,28,,115,60.5
June,LP,SH,2,28,,115,88.5
June,LP,SH,2,28,,115,80.5
June,LP,SH,2,28,,115,56.5
June,LP,SH,3,35,,116,70
June,LP,SH,3,35,,116,69
June,LP,SH,3,35,,116,72.5
June,LP,SH,3,35,,116,29
June,LP,SH,3,35,,116,62
June,LP,SH,3,3,,117,62
June,LP,SH,3,3,,117,63
June,LP,SH,3,3,,117,32
June,LP,SH,3,3,,117,66.5
June,LP,SH,3,3,,117,59.5
June,LP,SH,3,66,,118,85
June,LP,SH,3,66,,118,51
June,LP,SH,3,66,,118,83
June,LP,SH,3,66,,118,61
June,LP,SH,3,66,,118,62
June,LP,SH,1,7,,119,90
June,LP,SH,1,7,,119,85
June,LP,SH,1,7,,119,62.5
June,LP,SH,1,7,,119,62.5
June,LP,SH,1,7,,119,95
June,LP,SH,1,38,,120,103.5
June,LP,SH,1,38,,120,79.5
June,LP,SH,1,38,,120,48.5
June,LP,SH,1,38,,120,58.5
June,LP,SH,1,38,,120,72
June,LP,SH,2,5,,121,104
June,LP,SH,2,5,,121,93
June,LP,SH,2,5,,121,82.5
June,LP,SH,2,5,,121,76
June,LP,SH,2,5,,121,100
June,LP,SH,2,16,,122,70.5
June,LP,SH,2,16,,122,80.5
June,LP,SH,2,16,,122,76
June,LP,SH,2,16,,122,59.5
June,LP,SH,2,16,,122,68
June,LP,SH,2,14,,123,91
June,LP,SH,2,14,,123,54
June,LP,SH,2,14,,123,92.5
June,LP,SH,2,14,,123,78.5
June,LP,SH,2,14,,123,72.5
June,LP,SH,3,61,,124,72
June,LP,SH,3,61,,124,53
June,LP,SH,3,61,,124,64
June,LP,SH,3,61,,124,66
June,LP,SH,3,61,,124,79
June,LP,SH,3,47,,125,90.5
June,LP,SH,3,47,,125,37
June,LP,SH,3,47,,125,85.5
June,LP,SH,3,47,,125,42.5
June,LP,SH,3,47,,125,51
June,LP,DP,2,57,,126,58
June,LP,DP,2,57,,126,63.5
June,LP,DP,2,57,,126,10
June,LP,DP,2,57,,126,37.5
June,LP,DP,2,57,,126,68
June,LP,DP,2,70,,127,35
June,LP,DP,2,70,,127,48
June,LP,DP,2,73,,128,36.5
June,LP,DP,2,73,,128,76
June,LP,DP,2,73,,128,38.5
June,LP,DP,2,30,,129,41
June,LP,DP,2,30,,129,58
June,LP,DP,2,30,,129,63
June,LP,DP,2,30,,129,19.5
June,LP,DP,1,20,,130,56.5
June,LP,DP,1,20,,130,91.5
June,LP,DP,1,20,,130,39.5
June,LP,DP,1,20,,130,62
June,LP,DP,1,20,,130,47
June,LP,DP,1,25,,131,11
June,LP,DP,1,25,,131,71.5
June,LP,DP,1,25,,131,77
June,LP,DP,3,15,,132,48.5
June,LP,DP,3,15,,132,57.5
June,LP,DP,3,15,,132,67.5
June,LP,DP,3,15,,132,54.5
June,LP,DP,3,15,,132,52
June,LP,DP,3,43,,133,32
June,LP,DP,3,43,,133,50
June,LP,DP,3,43,,133,39
June,LP,DP,3,43,,133,54
June,LP,DP,3,43,,133,58
June,LP,DP,3,52,,134,35
June,LP,DP,3,52,,134,58
June,LP,DP,3,52,,134,41.5
June,LP,DP,3,52,,134,67.5
June,LP,DP,3,52,,134,45
June,LP,DP,3,10,,135,48.5
June,LP,DP,3,10,,135,82.5
June,LP,DP,3,26,,136,62.5
June,LP,DP,3,26,,136,66.5
June,LP,DP,3,26,,136,38
June,LP,DP,3,26,,136,45
June,LP,DP,3,26,,136,53.5
